Paper_ID,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Effect_size,Effect_size_type,Sample_variance,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Diplocolenus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.19955317,LogRR,0.19758028,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Doratura,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.285397554,LogRR,0.10797811,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Dorycephalus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.033921341,LogRR,0.135574479,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Laevicephalus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.037019174,LogRR,0.183926535,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Macrosteles,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.430304221,LogRR,0.182584094,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Nesosteles,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.640739413,LogRR,0.347374694,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Quantas,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.359829587,LogRR,0.24890061,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.401391704,LogRR,0.138262486,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Typhlocyba,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.62013479,LogRR,0.260104928,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Delphacidae,Delphacodes,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.767020503,LogRR,0.334436945,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Dictyopharidae,Scolops,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.711482523,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Issidae,Bruchomorpha,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.009167671,LogRR,0.082390673,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Psyllidae,Aphalara,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.779942663,LogRR,0.852299883,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Alydidae,Protenor,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.033921341,LogRR,0.135574479,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Lygaeidae,Geocoris,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.067623467,LogRR,0.141639542,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Lygaeidae,Phlegyas,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.006428835,LogRR,0.400561739,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Labops,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.565996533,LogRR,0.379217082,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Leptopterna,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.769381811,LogRR,0.162228509,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Litomiris,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.566384974,LogRR,0.313447634,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Lygus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.405009553,LogRR,0.235580662,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Nabidae,Nabicula,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.262842959,LogRR,0.182584094,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Nabidae,Nabis,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.911701062,LogRR,0.091874002,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Pentatomidae,Coenus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.686728853,LogRR,0.115020211,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Pentatomidae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.132462002,LogRR,0.234847086,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Rhopalidae,Stictopleurus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.430304221,LogRR,0.182584094,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Aphididae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.08417272,LogRR,0.119829741,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cercopidae,Philaenus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.381513281,LogRR,0.083347488,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Aphrodes,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.627773255,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Commellus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-2.086395252,LogRR,0.644000049,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Diplocolenus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.26804483,LogRR,0.134732466,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Doratura,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.000385614,LogRR,0.546636157,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Endria,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.285702725,LogRR,0.129688189,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Exitianus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.430304221,LogRR,0.182584094,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Laevicephalus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.432418881,LogRR,0.200097859,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Macrosteles,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Nesosteles,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.765133448,LogRR,0.744042135,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Quantas,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.218130468,LogRR,0.133866791,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.534446294,LogRR,0.074796334,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Typhlocyba,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.170535442,LogRR,0.248914117,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Delphacidae,Delphacodes,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.693797572,LogRR,0.303585503,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Dictyopharidae,Scolops,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.727068522,LogRR,0.135574479,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Issidae,Bruchomorpha,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.367959019,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Issidae,Bruchomorpha,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.053652441,LogRR,0.056653109,,,Joe,,
